Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"KM DORE, EP RILEY, A FUENTES","A Practical Guide to Research at the Human–Nonhuman Primate Interface",2017,"","researchgate.net","https://www.researchgate.net/profile/Erik-Patel-2/publication/317342408_An_Ethnoprimatological_Assessment_of_Human_Impact_on_the_Parasite_Ecology_of_Silky_Sifaka_Propithecus_candidus/links/593499bcaca272fc554fd7b5/An-Ethnoprimatological-Assessment-of-Human-Impact-on-the-Parasite-Ecology-of-Silky-Sifaka-Propithecus-candidus.pdf","",904,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,3,5,"… Diademed sifakas (Propithecus diadema) in central eastern Madagascar were recently found to … The parasite patterns of two populations of silky sifaka (Propithecus candidus) were …","https://www.researchgate.net/profile/Erik-Patel-2/publication/317342408_An_Ethnoprimatological_Assessment_of_Human_Impact_on_the_Parasite_Ecology_of_Silky_Sifaka_Propithecus_candidus/links/593499bcaca272fc554fd7b5/An-Ethnoprimatological-Assessment-of-Human-Impact-on-the-Parasite-Ecology-of-Silky-Sifaka-Propithecus-candidus.pdf","https://scholar.google.com/scholar?q=related:F1H8-6y66fYJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"M Holder","Evaluating the performance of phylogenetic inference methods on heterogeneous data",,"phylo.bio.ku.edu","","https://phylo.bio.ku.edu/BIOL848/hb98sims.pdf","",905,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,,"Later that year, Bourlat et al.(2006) added taxa including Xenoturbella: the sampli Solaster sti logues of th ted these w Xenoturbel from ref. 17 leaving 170 aligned am and 29,777 acids …","https://phylo.bio.ku.edu/BIOL848/hb98sims.pdf","https://scholar.google.com/scholar?q=related:8kMZn-LLsAcJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"AMC Jiménez, GL Maury, ...","La Bioinformática para el perfeccionamiento Curricular de la carrera Licenciatura en Biología",2019,"… Formación y Desarrollo …","ojs.formacion.edu.ec","http://www.ojs.formacion.edu.ec/index.php/rif/article/view/150","",906,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,3,3,"La Bioinformática es una ciencia ha tenido un desarrollo acelerado debido a la gran disponibilidad de información biológica. Sus aplicaciones en la Biotecnología, Farmacología, …","http://www.ojs.formacion.edu.ec/index.php/rif/article/download/150/197","https://scholar.google.com/scholar?q=related:OFrQNODepXgJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
24,"W Wood, L Towers, J Malchow","Environment, time‐use, and adaptedness in prosimians: Implications for discerning behavior that is occupational in nature",2000,"Journal of Occupational Science","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/14427591.2000.9686460","https://scholar.google.com/scholar?cites=10166355574537804766&as_sdt=2005&sciodt=0,5&hl=en",907,"2022-06-03 12:54:03","","10.1080/14427591.2000.9686460","","",,,,,24,1.09,8,3,22,"A case study of three Coquerel sifakas, members of the prosimian sub‐order of primates, was undertaken in order to examine environmental influences on behavior and adaptedness. …","https://www.researchgate.net/profile/Wendy-Wood-6/publication/232822307_Environment_time-use_and_adaptedness_in_prosimians_Implications_for_discerning_behavior_that_is_occupational_in_nature/links/544536b60cf2f14fb80ef696/Environment-time-use-and-adaptedness-in-prosimians-Implications-for-discerning-behavior-that-is-occupational-in-nature.pdf","https://scholar.google.com/scholar?q=related:3lujCIgmFo0J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"逐少屬","REVIEW LECTURE ADAPTIVE, RAD I ATI ON AN DBE HAVIO U R. OF THE MAL, A GAS YL, EM U RS",,"researchgate.net","","https://www.researchgate.net/profile/Robert-Martin-25/publication/247604692_Review_Lecture_Adaptive_Radiation_and_Behaviour_of_the_Malagasy_Lemurs/links/568969da08ae051f9af77412/Review-Lecture-Adaptive-Radiation-and-Behaviour-of-the-Malagasy-Lemurs.pdf","",908,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,,"… In Ampijoroa (figure 6b) the author observed Propithecus verreauxi coquereli, Lemur mongoz and Microcebus murinus feeding upon the same food-source (kapok flowers and fruits) in …","https://www.researchgate.net/profile/Robert-Martin-25/publication/247604692_Review_Lecture_Adaptive_Radiation_and_Behaviour_of_the_Malagasy_Lemurs/links/568969da08ae051f9af77412/Review-Lecture-Adaptive-Radiation-and-Behaviour-of-the-Malagasy-Lemurs.pdf","https://scholar.google.com/scholar?q=related:QhIWq3TOUrgJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
23,"KF Stangerº","Vocalizations of aye-ayes (Daubentonia madagascariensis) in captivity",1994,"Folia Primatol","macedonialab.com","https://www.macedonialab.com/uploads/7/8/3/3/7833444/16_stanger_macedonia_1994.pdf","https://scholar.google.com/scholar?cites=14183824702074869844&as_sdt=2005&sciodt=0,5&hl=en",909,"2022-06-03 12:54:03","PDF","","","",,,,,23,0.82,23,1,28,"Methods We recorded vocalizations from 2 adult males, 1 adult female and her infant female offspring at the DUPC. These individuals were captured near Mana-nara in Madagascar's …","https://www.macedonialab.com/uploads/7/8/3/3/7833444/16_stanger_macedonia_1994.pdf","https://scholar.google.com/scholar?q=related:VFiV22oR18QJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
6,"AC Poirier","Scent-marking behaviour and semiochemistry in the Callitrichidae",2019,"","arro.anglia.ac.uk","http://arro.anglia.ac.uk/id/eprint/705285/","https://scholar.google.com/scholar?cites=8169877624080417178&as_sdt=2005&sciodt=0,5&hl=en",910,"2022-06-03 12:54:03","","","","",,,,,6,2.00,6,1,3,"Olfactory communication is an important mediator of social interactions in mammals, providing information about an individual’s identity and current social, reproductive, and health …","https://arro.anglia.ac.uk/id/eprint/705285/1/Poirier_2019.pdf","https://scholar.google.com/scholar?q=related:msG5yWk8YXEJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"PLO DU","ETUDE DE L'ECOLOGIE DE DISTRIBUTION DE LA COMMUNAUTE DE LEZARDS TERRESTRES DANS LA FORET SECHE DE MARIARANO MAHAJANGA …",,"biblio.univ-antananarivo.mg","","http://biblio.univ-antananarivo.mg/pdfs/rasolomalalaFanjaharisoaC_SN_M2_15.pdf","",911,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,,"La présente étude consiste à inventorier et à compiler les informations sur la communauté de lézards terrestres. Elle aide à déterminer la façon dont ces espèces se distribuent face aux …","http://biblio.univ-antananarivo.mg/pdfs/rasolomalalaFanjaharisoaC_SN_M2_15.pdf","https://scholar.google.com/scholar?q=related:Qk2mxgdgtO4J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
14,"H Sato","Seasonal fruiting and seed dispersal by the brown lemur in a tropical dry forest, north-western Madagascar",2013,"Journal of Tropical Ecology","cambridge.org","https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/seasonal-fruiting-and-seed-dispersal-by-the-brown-lemur-in-a-tropical-dry-forest-northwestern-madagascar/313FFB893B3864A57EE8B0DE4EA9A794","https://scholar.google.com/scholar?cites=6434553441609792977&as_sdt=2005&sciodt=0,5&hl=en",912,"2022-06-03 12:54:03","","","","",,,,,14,1.56,14,1,9,"Community-wide seasonal fruiting and seed dispersal by the common brown lemur (Eulemur fulvus fulvus) was investigated in a tropical dry forest, north-western Madagascar. The …","","https://scholar.google.com/scholar?q=related:0T1rb0MgTFkJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"J Stephenson","The effect of three feeding enrichment items on leaf eater pellet consumption in three species of lemur.",,"researchgate.net","","https://www.researchgate.net/profile/Jasmine-Stephenson/publication/333080573_The_effect_of_three_feeding_enrichment_items_on_leaf_eater_pellet_consumption_in_three_species_of_lemur/links/5cda96c7299bf14d95952a7e/The-effect-of-three-feeding-enrichment-items-on-leaf-eater-pellet-consumption-in-three-species-of-lemur.pdf","",913,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,,"Lemurs are naturally endemic to the island of Madagascar. Captive lemur diets generally consist of commercial dry pellets supplemented with vegetables and forages. The dry pellets …","https://www.researchgate.net/profile/Jasmine-Stephenson/publication/333080573_The_effect_of_three_feeding_enrichment_items_on_leaf_eater_pellet_consumption_in_three_species_of_lemur/links/5cda96c7299bf14d95952a7e/The-effect-of-three-feeding-enrichment-items-on-leaf-eater-pellet-consumption-in-three-species-of-lemur.pdf","https://scholar.google.com/scholar?q=related:eD4mbAEr9lwJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
119,"EC Kirk","Comparative morphology of the eye in primates",2004,"The Anatomical Record Part A: Discoveries in …","Wiley Online Library","https://anatomypubs.onlinelibrary.wiley.com/doi/abs/10.1002/ar.a.20115","https://scholar.google.com/scholar?cites=6975888868569651269&as_sdt=2005&sciodt=0,5&hl=en",914,"2022-06-03 12:54:03","","10.1002/ar.a.20115","","",,,,,119,6.61,119,1,18,"Comparative studies of mammalian eye morphology have shown that relative cornea size is an important correlate of visual ecology. Nocturnal species tend to have large corneas …","","https://scholar.google.com/scholar?q=related:RRiyU_dVz2AJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
1,"B Watkins, M de Guinea, SA Poindexter, JU Ganzhorn, ...","Routes matter: the effect of seasonality on bamboo lemur navigational strategies",2022,"Animal Behaviour","Elsevier","https://www.sciencedirect.com/science/article/pii/S0003347222000306","https://scholar.google.com/scholar?cites=4097061324677835294&as_sdt=2005&sciodt=0,5&hl=en",915,"2022-06-03 12:54:03","","","","",,,,,1,1.00,0,5,1,"Seasonal environments challenge animals, increasing the complexity of locating resources. Navigation may rely on ‘habitual routes’ or ‘Euclidean’ maps: following established routes or …","https://www.researchgate.net/profile/Timothy-Eppley/publication/359151226_Routes_matter_the_effect_of_seasonality_on_bamboo_lemur_navigational_strategies/links/622b537397401151d2106e29/Routes-matter-the-effect-of-seasonality-on-bamboo-lemur-navigational-strategies.pdf",""
0,"EV Lonsdorf, SR Ross","IN PRIMATES, early experiences have a profound impact on the behavior of offspring later in life. Compared to",2012,"The Evolution of Primate Societies","books.google.com","https://books.google.com/books?hl=en&lr=&id=gvwy--ul3CQC&oi=fnd&pg=PA245&dq=propithecus+coquereli&ots=N79uSxOXVv&sig=i2t6etEQxvHaKl74bi83RF2GTv4","",916,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,2,10,"other mammals, primates experience long periods of prereproductive dependency. During this time, they acquire an astonishing array of skills, including those for finding food, avoiding …","","https://scholar.google.com/scholar?q=related:Vf9WPXlWPjQJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
3,"EM Stalenberg","Biophysical Ecology of the White-Footed Sportive Lemur (Lepilemur leucopus) in Southern Madagascar",2019,"","search.proquest.com","https://search.proquest.com/openview/923c06ce754f025d4ce62c55431e4eb4/1?pq-origsite=gscholar&cbl=2026366&diss=y","https://scholar.google.com/scholar?cites=5294884140281973505&as_sdt=2005&sciodt=0,5&hl=en",917,"2022-06-03 12:54:03","","","","",,,,,3,1.00,3,1,3,"Understanding the impacts of environmental change on wildlife will require an integrated approach that draws together different disciplines and exploits new technologies and …","https://openresearch-repository.anu.edu.au/bitstream/1885/160876/1/StalenbergPhD_finalexamined_190528.pdf","https://scholar.google.com/scholar?q=related:AUtbdBI1e0kJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"B Wikipedians","Lemurs",,"books.google.com","","https://books.google.com/books?hl=en&lr=&id=zVkh6adRNksC&oi=fnd&pg=PA1&dq=propithecus+coquereli&ots=LTfRFaySJd&sig=2cyjXO1e5sEiNQDWt-KJ0zODPhQ","",918,"2022-06-03 12:54:03","BOOK","","","",,,,,0,0.00,0,1,,"The content within this book was generated collaboratively by volunteers. Please be advised that nothing found here has necessarily been reviewed by people with the expertise …","","https://scholar.google.com/scholar?q=related:LJktW5Ss6pcJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
204,"M Clauss, A Schwarm, S Ortmann, WJ Streich, ...","A case of non-scaling in mammalian physiology? Body size, digestive capacity, food intake, and ingesta passage in mammalian herbivores",2007,"… and Physiology Part A …","Elsevier","https://www.sciencedirect.com/science/article/pii/S109564330701046X","https://scholar.google.com/scholar?cites=7285595819027871915&as_sdt=2005&sciodt=0,5&hl=en",919,"2022-06-03 12:54:03","","","","",,,,,204,13.60,41,5,15,"As gut capacity is assumed to scale linearly to body mass (BM), and dry matter intake (DMI) to metabolic body weight (BM 0.75 ), it has been proposed that ingesta mean retention time (…","https://www.zora.uzh.ch/id/eprint/2372/4/CBP_passage_rev_App1.pdf","https://scholar.google.com/scholar?q=related:qzg68suiG2UJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"R Rodriguez","Behavioral Responses of Keas to Novel Enrichment",,"researchgate.net","","https://www.researchgate.net/profile/Enrico-Frigeri/publication/293803502_How_will_capuchin_monkeys_react_when_faced_with_a_simulated_predatory_threat/links/56bb4bfd08ae0c9607e09183/How-will-capuchin-monkeys-react-when-faced-with-a-simulated-predatory-threat.pdf","",920,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,,"Materials and Methods Seven keas (Table 1) were used for this study: five birds, a male-female adult pair and their offspring, and one male-female adult pair, which joined the group on …","https://www.researchgate.net/profile/Enrico-Frigeri/publication/293803502_How_will_capuchin_monkeys_react_when_faced_with_a_simulated_predatory_threat/links/56bb4bfd08ae0c9607e09183/How-will-capuchin-monkeys-react-when-faced-with-a-simulated-predatory-threat.pdf","https://scholar.google.com/scholar?q=related:bjDmBug1_JgJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
18,"CP Groves","Taxonomy and phylogeny of primates",1997,"Molecular biology and evolution of blood group and …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-59086-3_1","https://scholar.google.com/scholar?cites=14885017605290218857&as_sdt=2005&sciodt=0,5&hl=en",921,"2022-06-03 12:54:03","","10.1007/978-3-642-59086-3_1","","",,,,,18,0.72,18,1,25,"… Microcebus coquereli: giant mouse lemur Microcebus murinus: grey mouse-lemur Microcebus rufus: red mouse lemur Microcebus myoxinus: pygmy mouse lemur (formerly considered …","","https://scholar.google.com/scholar?q=related:aVXC1qU0ks4J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
166,"JU Ganzhorn, J Fietz, E Rakotovao, ...","Lemurs and the regeneration of dry deciduous forest in Madagascar",1999,"Conservation …","Wiley Online Library","https://conbio.onlinelibrary.wiley.com/doi/abs/10.1046/j.1523-1739.1999.98245.x","https://scholar.google.com/scholar?cites=166111016360782070&as_sdt=2005&sciodt=0,5&hl=en",922,"2022-06-03 12:54:03","","10.1046/j.1523-1739.1999.98245.x","","",,,,,166,7.22,42,4,23,"We sought to assess the role of lemurs for seed dispersal in the dry deciduous forest of western Madagascar and the possible consequences of the demise of lemurs for forest …","https://www.researchgate.net/profile/Dorothea-Maria-Schwab/publication/229719172_Lemurs_and_the_Regeneration_of_Dry_Deciduous_Forest_in_Madagascar/links/61793843eef53e51e1f2c518/Lemurs-and-the-Regeneration-of-Dry-Deciduous-Forest-in-Madagascar.pdf","https://scholar.google.com/scholar?q=related:9qh22xYlTgIJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
1,"A Moreira, M Croze, F Delehelle, ...","Hearing sensitivity of primates: recurrent and episodic positive selection in hair cells and stereocilia protein-coding genes",2021,"Genome biology and …","academic.oup.com","https://academic.oup.com/gbe/article-abstract/13/8/evab133/6302699","https://scholar.google.com/scholar?cites=12808271716810951175&as_sdt=2005&sciodt=0,5&hl=en",923,"2022-06-03 12:54:03","","","","",,,,,1,1.00,0,4,1,"The large spectrum of hearing sensitivity observed in primates results from the impact of environmental and behavioral pressures to optimize sound perception and localization. …","https://academic.oup.com/gbe/article-pdf/13/8/evab133/39680814/evab133.pdf","https://scholar.google.com/scholar?q=related:Bwoz60MfwLEJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"N DE BEFANDRANA","FACULTE DES SCIENCES",2004,"","biblio.univ-antananarivo.mg","http://biblio.univ-antananarivo.mg/pdfs/andriafidisond_sn_m2_04.pdf","",924,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,18,"… Dans la forêt classée de Marofandilia, les deux espèces de lémuriens Cherogaleidae: Phaner furcifèr, Mirza coquereli peuvent aussi jouer un rôle similaire à celui de la …","http://biblio.univ-antananarivo.mg/pdfs/andriafidisond_sn_m2_04.pdf","https://scholar.google.com/scholar?q=related:rhtT8jKx2sIJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
